datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,M01AB_lag1,M01AB_lag2,M01AB_lag3,M01AB_lag4,M01AB_lag8,M01AB_lag12,M01AE_lag1,M01AE_lag2,M01AE_lag3,M01AE_lag4,M01AE_lag8,M01AE_lag12,N02BA_lag1,N02BA_lag2,N02BA_lag3,N02BA_lag4,N02BA_lag8,N02BA_lag12,N02BE_lag1,N02BE_lag2,N02BE_lag3,N02BE_lag4,N02BE_lag8,N02BE_lag12,N05B_lag1,N05B_lag2,N05B_lag3,N05B_lag4,N05B_lag8,N05B_lag12,N05C_lag1,N05C_lag2,N05C_lag3,N05C_lag4,N05C_lag8,N05C_lag12,R03_lag1,R03_lag2,R03_lag3,R03_lag4,R03_lag8,R03_lag12,R06_lag1,R06_lag2,R06_lag3,R06_lag4,R06_lag8,R06_lag12,M01AB_rollmean4,M01AB_rollstd4,M01AB_rollmean8,M01AB_rollstd8,M01AB_rollmean12,M01AB_rollstd12,M01AE_rollmean4,M01AE_rollstd4,M01AE_rollmean8,M01AE_rollstd8,M01AE_rollmean12,M01AE_rollstd12,N02BA_rollmean4,N02BA_rollstd4,N02BA_rollmean8,N02BA_rollstd8,N02BA_rollmean12,N02BA_rollstd12,N02BE_rollmean4,N02BE_rollstd4,N02BE_rollmean8,N02BE_rollstd8,N02BE_rollmean12,N02BE_rollstd12,N05B_rollmean4,N05B_rollstd4,N05B_rollmean8,N05B_rollstd8,N05B_rollmean12,N05B_rollstd12,N05C_rollmean4,N05C_rollstd4,N05C_rollmean8,N05C_rollstd8,N05C_rollmean12,N05C_rollstd12,R03_rollmean4,R03_rollstd4,R03_rollmean8,R03_rollstd8,R03_rollmean12,R03_rollstd12,R06_rollmean4,R06_rollstd4,R06_rollmean8,R06_rollstd8,R06_rollmean12,R06_rollstd12,weekofyear,month,quarter,year,is_year_start,is_year_end
2015-08-23,41.17,24.746,29.0,194.0,65.0,5.0,10.0,18.0,41.01,33.83,50.36,36.35,39.84,50.33,37.703,22.65,36.73,23.34,29.31,24.047,33.6,31.7,40.2,27.8,41.5,32.5,169.688,168.2,134.878,171.85,172.987,196.1,64.0,42.0,65.0,44.0,29.0,44.0,3.0,4.0,0.0,2.0,1.0,3.0,7.0,11.0,3.0,7.0,18.0,51.0,20.0,17.7,19.5,25.0,28.0,38.5,41.5925,6.773558272183567,38.537499999999994,5.963850026858254,37.79083333333333,5.784025742325054,30.457250000000002,7.8617176823304336,27.367375,6.435256792245585,27.024916666666666,5.36874943045117,33.625,4.772403307908206,29.725,5.485760788493379,31.105,5.78065189780844,166.6915,24.283791157889578,166.4645,22.60642021954934,165.84408333333332,19.55027377840535,59.0,11.343133018115703,53.0,14.687215042828456,51.166666666666664,13.657055008864514,3.0,2.160246899469287,2.25,1.8322507626258098,2.5,1.7320508075688785,7.75,3.5939764421412947,12.625,10.473606283006275,23.416666666666668,23.66607980493039,18.8,1.122497216031964,24.6625,7.807128153168739,26.316666666666666,6.938277665941078,34,8,3,2015,0,0
2015-08-30,51.68,38.38,27.7,186.9,62.0,3.0,11.0,22.0,41.17,41.01,33.83,50.36,36.36,35.34,24.746,37.703,22.65,36.73,27.02,28.02,29.0,33.6,31.7,40.2,28.3,27.7,194.0,169.688,168.2,134.878,152.1,143.55,65.0,64.0,42.0,65.0,66.0,54.0,5.0,3.0,4.0,0.0,1.0,5.0,10.0,7.0,11.0,3.0,35.0,53.0,18.0,20.0,17.7,19.5,30.3,28.0,41.9225,7.3506524653711125,40.45249999999999,7.44137612081453,39.152499999999996,6.958691262795702,30.86975,8.329901254916955,28.787374999999997,7.511075154872496,27.88825,6.296187650619877,30.5,2.654555832275219,29.65,5.512064689647357,31.105,5.78065189780844,179.69699999999997,12.764796747304713,170.8145,22.794869240999798,169.45658333333333,19.05510872304244,58.25,10.904891868637058,52.5,14.242792663559475,51.833333333333336,13.998917707083528,3.75,0.9574271077563388,2.5,1.7728105208558378,2.3333333333333335,1.5569978883230473,9.75,1.8929694486000728,9.625,5.316752499680336,19.916666666666668,21.935684225121477,19.425,1.9972898304117537,23.625,7.49623715130274,25.816666666666666,7.021633238309527,35,8,3,2015,0,0
2015-09-06,39.35,41.22,25.3,180.15,66.5,3.0,22.0,21.0,51.68,41.17,41.01,33.83,30.51,28.34,38.38,24.746,37.703,22.65,26.38,24.99,27.7,29.0,33.6,31.7,24.2,30.5,186.9,194.0,169.688,168.2,198.25,167.476,62.0,65.0,64.0,42.0,52.0,55.0,3.0,5.0,3.0,4.0,0.0,3.0,11.0,10.0,7.0,11.0,21.0,26.0,22.0,18.0,20.0,17.7,40.5,27.6,43.3025,5.645289334185304,41.5575,6.326955372508522,40.07,6.072923513432403,35.51225,7.337436535784629,30.642375,8.587035575921577,29.240750000000002,7.282896515747766,28.9,3.488074922742675,29.7875,5.368542632782203,30.671666666666667,6.020072233534216,182.6845,10.34639523376792,168.552,20.46158804059083,170.51275,19.285202632282104,64.375,1.8874586088176846,54.3125,15.068741297325236,52.791666666666664,14.615462443051268,3.5,1.0000000000000004,2.875,1.457737973711326,2.3333333333333335,1.5569978883230473,12.5,6.557438524301995,9.75,5.62519840919919,19.583333333333332,21.865116814994018,20.25,1.707825127659813,21.1875,3.115600148561175,25.266666666666666,7.126944179193011,36,9,3,2015,0,0
2015-09-13,38.33,33.632,34.1,236.2,56.0,4.0,24.0,17.0,39.35,51.68,41.17,41.01,38.71,41.67,41.22,38.38,24.746,37.703,20.37,23.04,25.3,27.7,29.0,33.6,23.0,35.76,180.15,186.9,194.0,169.688,142.75,174.4,66.5,62.0,65.0,64.0,26.0,52.0,3.0,3.0,5.0,3.0,3.0,3.0,22.0,11.0,10.0,7.0,7.0,83.0,21.0,22.0,18.0,20.0,26.3,34.9,42.63249999999999,6.144983726585428,41.51,6.352760929593651,39.791666666666664,6.069464306649898,34.4945,7.213566362532968,32.300125,7.536495480327704,30.123416666666667,7.102694552176322,29.025,3.714274267381582,31.175,4.764076885549676,30.53333333333333,5.910596544778833,199.3125,25.233455801112058,180.23325,28.659658016851015,175.66275,27.0899906813132,62.375,4.6435439052516765,58.0625,9.84319017682497,53.125,14.641356432442246,3.75,0.9574271077563388,3.0,1.51185789203691,2.4166666666666665,1.621353717973929,16.75,7.274384280931726,11.875,7.37636185973236,14.666666666666666,9.37436866561097,19.5,2.3804761428475216,20.025,2.633167565608315,23.775000000000002,6.792793641392714,37,9,3,2015,0,0
2015-09-20,38.67,27.551,23.9,189.1,56.5,0.0,17.0,18.0,38.33,39.35,51.68,41.17,36.35,39.84,33.632,41.22,38.38,24.746,23.34,29.31,34.1,25.3,27.7,29.0,27.8,41.5,236.2,180.15,186.9,194.0,171.85,172.987,56.0,66.5,62.0,65.0,44.0,29.0,4.0,3.0,3.0,5.0,2.0,1.0,24.0,22.0,11.0,10.0,7.0,18.0,17.0,21.0,22.0,18.0,25.0,28.0,42.0075,6.462261601018622,41.8,6.13270157201773,39.69416666666667,6.078008732431643,35.19575,5.981040955942966,32.826499999999996,6.945143544747132,29.97683333333333,7.13906544473732,27.75,4.514790508244313,30.6875,5.32525988634761,29.066666666666666,5.065091461676829,198.0875,25.692099142213777,182.3895,28.587652294553358,177.00549999999998,27.343451709022332,60.25,4.974937185533099,59.625,8.136118765813913,55.416666666666664,12.520589104157649,2.5,1.7320508075688779,2.75,1.8322507626258095,2.3333333333333335,1.7232808737106595,18.5,5.802298395176397,13.125,7.2788833523517065,14.583333333333334,9.346446415941278,19.5,2.3804761428475216,19.15,1.7631141280619549,22.941666666666666,6.840581890896449,38,9,3,2015,0,0
2015-09-27,41.22,31.036,23.5,207.075,50.0,4.0,17.0,14.0,38.67,38.33,39.35,51.68,50.36,36.36,27.551,33.632,41.22,38.38,36.73,27.02,23.9,34.1,25.3,27.7,40.2,28.3,189.1,236.2,180.15,186.9,134.878,152.1,56.5,56.0,66.5,62.0,65.0,66.0,0.0,4.0,3.0,3.0,0.0,1.0,17.0,24.0,22.0,11.0,3.0,35.0,18.0,17.0,21.0,22.0,19.5,30.3,39.3925,1.2900226096209493,40.6575,5.069383591720018,40.09916666666667,5.997024198919361,33.35975,5.802270841374701,32.11475,6.7777051057124,30.3115,7.081754783821723,26.7,4.9933288829530245,28.6,4.222727622216307,28.666666666666668,5.314531251600881,203.13125,24.725892088726425,191.41412499999998,22.107715113814216,181.58675000000002,27.396656309334883,57.25,6.83739716558867,57.75,8.44308677473559,54.083333333333336,12.13715807183073,2.75,1.8929694486000914,3.25,1.4880476182856908,2.5833333333333335,1.7298624923456334,20.0,3.5590260840104264,14.875,6.081294505049301,13.083333333333334,6.894771844512315,17.5,2.886751345948031,18.4625,2.5179002022661074,21.583333333333332,6.864908571639506,39,9,3,2015,0,0
2015-10-04,44.65,30.079,22.0,245.662,41.0,0.0,50.0,10.0,41.22,38.67,38.33,39.35,33.83,30.51,31.036,27.551,33.632,41.22,22.65,26.38,23.5,23.9,34.1,25.3,31.7,24.2,207.075,189.1,236.2,180.15,168.2,198.25,50.0,56.5,56.0,66.5,42.0,52.0,4.0,0.0,4.0,3.0,4.0,0.0,17.0,17.0,24.0,22.0,11.0,21.0,14.0,18.0,17.0,21.0,17.7,40.5,40.7175,2.921727514103,42.01,4.384743028795598,41.277499999999996,5.288956118004953,30.5745,2.5131892752703053,33.043375,5.722449973256948,30.61975,6.9747655956050885,25.875,5.543990740732967,27.387500000000003,4.582712079107736,28.483333333333334,5.516723885082743,219.50925,26.0888260036748,201.09687499999998,26.926218329976674,185.53775,32.88684939752448,50.875,7.215434844830903,57.625,8.712675495260628,53.166666666666664,12.710649317033564,2.0,2.3094010767585034,2.75,1.8322507626258095,2.5833333333333335,1.7298624923456334,27.0,15.684387141358119,19.75,13.562026818605373,15.5,12.623931097864773,14.75,3.5939764421412033,17.5,3.9279220242479043,19.041666666666668,4.443679542764956,40,10,4,2015,0,0
2015-10-11,45.33,24.244,34.4,333.337,73.5,4.0,51.0,18.0,44.65,41.22,38.67,38.33,41.01,38.71,30.079,31.036,27.551,33.632,37.703,20.37,22.0,23.5,23.9,34.1,33.6,23.0,245.662,207.075,189.1,236.2,169.688,142.75,41.0,50.0,56.5,56.0,64.0,26.0,0.0,4.0,0.0,4.0,3.0,3.0,50.0,17.0,17.0,24.0,7.0,7.0,10.0,14.0,18.0,17.0,20.0,26.3,42.4675,3.1056118559793844,42.55,4.508268593849072,41.829166666666666,5.341793124773647,28.2275,3.035437859683556,31.360999999999997,6.121377599387711,30.94258333333333,6.532875344375672,25.950000000000003,5.692392584259528,27.487499999999997,4.7435482499917665,29.433333333333334,5.467978408771185,243.7935,64.19022996531504,221.553,51.03004362418006,201.42,51.24262241000698,55.25,13.726495061255317,58.8125,10.222305792446559,57.125,10.721950721427842,2.0,2.3094010767585034,2.875,1.8850918886280932,2.6666666666666665,1.7752507291971902,33.75,19.345542122153102,25.25,16.298553835934555,19.166666666666668,15.896445190575488,15.0,3.8297084310252596,17.25,3.8078865529319983,18.349999999999998,3.8123006654297695,41,10,4,2015,0,0
2015-10-18,42.66,40.093,35.9,423.174,41.5,1.0,32.0,16.0,45.33,44.65,41.22,38.67,41.17,36.35,24.244,30.079,31.036,27.551,24.746,23.34,34.4,22.0,23.5,23.9,29.0,27.8,333.337,245.662,207.075,189.1,194.0,171.85,73.5,41.0,50.0,56.5,65.0,44.0,4.0,0.0,4.0,0.0,5.0,2.0,51.0,50.0,17.0,17.0,10.0,7.0,18.0,10.0,14.0,18.0,18.0,25.0,43.464999999999996,1.877098825315189,42.736250000000005,4.47375820759238,42.355,5.056348844409756,31.363000000000003,6.548502271512197,33.279375,6.156844552145651,32.33866666666667,6.550540093393183,28.95,7.211333672305905,28.349999999999998,5.606628729841643,30.10833333333333,5.741152613659848,302.312,96.34916076091885,250.19975,85.8197671314716,222.36366666666666,80.85940401859533,51.5,15.237016330852528,55.875,11.488348134398766,56.916666666666664,11.020298076593456,2.25,2.0615528128088303,2.375,1.76776695296637,2.5833333333333335,1.8319554050414575,37.5,16.217274740226852,28.0,15.175167685587999,21.25,15.794849563299852,14.5,3.415650255319758,17.0,3.8172540616821564,17.599999999999998,3.22518498412387,42,10,4,2015,0,0
2015-10-25,48.17,21.835,30.9,352.762,42.0,1.0,40.0,19.0,42.66,45.33,44.65,41.22,51.68,50.36,40.093,24.244,30.079,31.036,38.38,36.73,35.9,34.4,22.0,23.5,27.7,40.2,423.174,333.337,245.662,207.075,186.9,134.878,41.5,73.5,41.0,50.0,62.0,65.0,1.0,4.0,0.0,4.0,3.0,0.0,32.0,51.0,50.0,17.0,11.0,3.0,16.0,18.0,10.0,14.0,22.0,19.5,45.20249999999999,2.2797569314877055,42.2975,3.5475655636748433,42.1725,4.772723874457689,29.06275,8.127318146227593,31.211250000000003,6.929103833005491,31.097416666666664,7.036012022036523,30.799999999999997,6.229499712389942,28.75,5.667450926121902,29.333333333333332,4.806687260914985,338.73375,73.07170719403007,270.9325,88.34074323565876,240.52066666666667,83.83671308868901,49.5,16.005207485898662,53.375,12.123619214456697,55.0,11.477250225000432,1.5,1.7320508075688776,2.125,1.8077215335491104,2.6666666666666665,1.7232808737106595,43.25,8.995369179009085,31.625,13.948246177515342,24.333333333333332,15.517341228054487,15.75,4.031128874149192,16.625,3.377974879378864,17.558333333333334,3.201550287348951,43,10,4,2015,0,0
2015-11-01,29.98,28.993,35.6,377.4,59.0,2.0,33.0,12.0,48.17,42.66,45.33,44.65,39.35,33.83,21.835,40.093,24.244,30.079,41.22,22.65,30.9,35.9,34.4,22.0,25.3,31.7,352.762,423.174,333.337,245.662,180.15,168.2,42.0,41.5,73.5,41.0,66.5,42.0,1.0,1.0,4.0,0.0,3.0,4.0,40.0,32.0,51.0,50.0,22.0,11.0,19.0,16.0,18.0,10.0,21.0,17.7,41.535000000000004,8.025145896908446,41.12625,5.608093481745838,41.85166666666667,5.463867816405494,28.79125,8.100147174588885,29.682875000000003,5.633388663964677,31.626,6.566284642017893,34.2,2.293468988235908,30.037499999999998,5.935351114899852,29.65833333333333,5.103912640555696,371.66825,38.783270692186456,295.58875,86.89815824573053,257.954,89.02152896401476,54.0,15.335144820531257,52.4375,11.219999681690888,56.416666666666664,10.753082715146741,2.0,1.4142135623730956,2.0,1.7728105208558378,2.5,1.6787441193290367,39.0,8.755950357709127,33.0,13.395095051121189,26.166666666666668,15.092643200840586,16.25,3.0956959368343484,15.5,3.207134902949158,17.083333333333332,3.579190699111459,44,11,4,2015,0,0
2015-11-08,32.49,28.097,34.7,342.875,60.0,6.0,33.0,10.0,29.98,48.17,42.66,45.33,38.33,41.01,28.993,21.835,40.093,24.244,33.632,37.703,35.6,30.9,35.9,34.4,34.1,33.6,377.4,352.762,423.174,333.337,236.2,169.688,59.0,42.0,41.5,73.5,56.0,64.0,2.0,1.0,1.0,4.0,4.0,3.0,33.0,40.0,32.0,51.0,24.0,7.0,12.0,19.0,16.0,18.0,17.0,20.0,38.325,8.551851651348185,40.39625,6.354498828164421,41.141666666666666,6.099743412387927,29.7545,7.592326191622718,28.991000000000003,5.414733313575369,30.8255,6.339711371405431,34.275,2.3070543990118315,30.112499999999997,5.9974845917744135,29.75,5.190288133532751,374.05275,35.82108045434619,308.923125,84.6383488774235,272.38624999999996,87.43536325051787,50.625,10.258126859552217,52.9375,11.48737661211524,56.083333333333336,10.5568446847043,2.5,2.380476142847617,2.25,2.1876275473019375,2.75,1.9598237397554645,34.5,3.6968455021364606,34.125,12.900027685463092,28.333333333333332,13.910972342548606,14.25,4.031128874149181,14.625,3.6620642110310886,16.25,3.980063955630489,45,11,4,2015,0,0
2015-11-15,36.97,38.11,42.4,249.3,52.0,4.0,70.0,7.0,32.49,29.98,48.17,42.66,38.67,41.17,28.097,28.993,21.835,40.093,27.551,24.746,34.7,35.6,30.9,35.9,23.9,29.0,342.875,377.4,352.762,423.174,189.1,194.0,60.0,59.0,42.0,41.5,56.5,65.0,6.0,2.0,1.0,1.0,0.0,5.0,33.0,33.0,40.0,32.0,17.0,10.0,10.0,12.0,19.0,16.0,18.0,18.0,36.9025,8.048856544048153,40.18375,6.448206699762135,40.791666666666664,6.217333297590981,29.25875,6.705146698618925,30.310875,6.23791813800314,31.939166666666665,6.348456660456698,35.9,4.788179890800527,32.425000000000004,6.7759553886202335,30.866666666666664,6.3304937813058055,330.58425,56.100382876739175,316.448125,74.53655043464553,276.9945833333333,84.33057254902862,53.25,8.301606270274846,52.375,11.397838140880712,55.0,10.220300653823507,3.25,2.217355782608345,2.75,2.0528725518857027,2.6666666666666665,1.8748737331221854,44.0,17.644640357154724,40.75,16.069047442654643,33.333333333333336,17.13228389664239,12.0,5.099019513592698,13.25,4.234214381508329,15.333333333333334,4.73542420742243,46,11,4,2015,0,0
2015-11-22,32.01,23.792,29.9,273.5,55.0,4.0,32.0,13.0,36.97,32.49,29.98,48.17,41.22,51.68,38.11,28.097,28.993,21.835,31.036,38.38,42.4,34.7,35.6,30.9,23.5,27.7,249.3,342.875,377.4,352.762,207.075,186.9,52.0,60.0,59.0,42.0,50.0,62.0,4.0,6.0,2.0,1.0,4.0,3.0,70.0,33.0,33.0,40.0,17.0,11.0,7.0,10.0,12.0,19.0,14.0,22.0,32.862500000000004,2.9465163046101885,39.0325,7.0324650220043345,39.1525,5.6530524739053565,29.747999999999998,6.019213846785444,29.405375,6.631007700568596,30.7235,6.399501166639337,35.65,5.148786264742388,33.225,5.891822419979374,31.05,6.261934060800875,310.76875,59.54802464887806,324.75125,63.49398998049256,284.21125,79.48602791128543,56.5,3.6968455021364686,53.0,11.386081729148879,54.416666666666664,9.981422137089867,4.0,1.6329931618554525,2.75,2.0528725518857027,2.75,1.9128750375000751,42.0,18.67261809888122,42.625,13.585049555617063,35.083333333333336,15.652233841928918,10.5,2.6457513110644064,13.125,4.22365785952014,14.583333333333334,4.273774855458749,47,11,4,2015,0,0
2015-11-29,31.65,28.419,28.3,253.6,45.0,3.0,19.0,11.0,32.01,36.97,32.49,29.98,44.65,39.35,23.792,38.11,28.097,28.993,30.079,41.22,29.9,42.4,34.7,35.6,22.0,25.3,273.5,249.3,342.875,377.4,245.662,180.15,55.0,52.0,60.0,59.0,41.0,66.5,4.0,4.0,6.0,2.0,0.0,3.0,32.0,70.0,33.0,33.0,50.0,22.0,13.0,7.0,10.0,12.0,10.0,21.0,33.28,2.483948469674909,37.4075,7.050926484208612,38.51083333333333,6.051556461445337,29.604499999999998,6.049976666621694,29.197875000000003,6.63288944659221,29.65675,5.4935375938874405,33.825,6.330547632972457,34.0125,4.412462059731692,31.299999999999997,6.068398021344224,279.81874999999997,43.339105585103056,325.7435,62.12880833512654,290.3320833333333,73.33425630812086,53.0,6.271629240742256,53.5,10.859492227013758,52.625,9.534923844859618,4.25,1.258305739211792,3.125,1.7268882005337982,2.75,1.9128750375000751,38.5,21.94690562850869,38.75,15.471171347287925,34.833333333333336,15.90216299371845,10.25,2.4999999999998024,13.25,4.131758532565655,13.75,3.864171085992197,48,11,4,2015,0,0
2015-12-06,31.32,24.97,29.4,278.25,54.0,12.0,25.0,9.33,31.65,32.01,36.97,32.49,45.33,38.33,28.419,23.792,38.11,28.097,24.244,33.632,28.3,29.9,42.4,34.7,34.4,34.1,253.6,273.5,249.3,342.875,333.337,236.2,45.0,55.0,52.0,60.0,73.5,56.0,3.0,4.0,4.0,6.0,4.0,4.0,19.0,32.0,70.0,33.0,51.0,24.0,11.0,13.0,7.0,10.0,18.0,17.0,32.9875,2.6699110472074428,35.65625,6.52211170338478,37.92666666666667,6.398970561146881,28.82275,6.495335627715239,29.288625000000003,6.559994793933042,28.934916666666666,5.492796943739281,32.5,6.633752080585051,33.3875,4.694810965310551,30.908333333333335,6.022753573413124,263.6625,14.342325183410958,318.857625,64.18563577610003,293.83625,71.49404852169684,51.5,4.50924975282289,51.0625,7.350595213994632,52.458333333333336,9.487930930046506,5.75,4.193248541803042,4.125,3.6030740843261686,3.4166666666666665,3.2879486097878816,36.5,22.95648056649799,35.5,15.259657363687523,34.916666666666664,15.84274042716174,10.0825,2.544384339416054,12.16625,3.834202981064067,13.110833333333334,3.911771182965426,49,12,4,2015,0,0
2015-12-13,41.51,36.286,40.2,234.887,58.0,3.0,72.0,11.1,31.32,31.65,32.01,36.97,42.66,38.67,24.97,28.419,23.792,38.11,40.093,27.551,29.4,28.3,29.9,42.4,35.9,23.9,278.25,253.6,273.5,249.3,423.174,189.1,54.0,45.0,55.0,52.0,41.5,56.5,12.0,3.0,4.0,4.0,1.0,0.0,25.0,19.0,32.0,70.0,32.0,17.0,9.33,11.0,13.0,7.0,16.0,18.0,34.1225,4.933054327696003,35.5125,6.356258445703068,38.163333333333334,6.480955784356817,28.36675,5.632746480773559,28.81275,5.752661539297643,29.662833333333335,5.859288272529875,31.95,5.540457261514296,33.925,5.238252162151602,32.266666666666666,6.135490398023809,260.05925,19.890711624190395,295.32174999999995,54.21680202601949,297.65183333333334,66.43932064924617,53.0,5.5976185412488855,53.125,6.556076788533188,52.583333333333336,9.555658326907983,5.5,4.358898943540674,4.375,3.420004177106889,3.6666666666666665,3.1139957766460924,37.0,23.930454794396752,40.5,19.820624179302296,39.5,17.99747457031379,11.1075,1.5002971927807267,11.55375,3.5121378816898137,12.535833333333334,3.624330554695158,50,12,4,2015,0,0
2015-12-20,32.99,24.385,25.1,216.6,47.0,6.0,52.0,6.0,41.51,31.32,31.65,32.01,48.17,41.22,36.286,24.97,28.419,23.792,21.835,31.036,40.2,29.4,28.3,29.9,30.9,23.5,234.887,278.25,253.6,273.5,352.762,207.075,58.0,54.0,45.0,55.0,42.0,50.0,3.0,12.0,3.0,4.0,1.0,4.0,72.0,25.0,19.0,32.0,40.0,17.0,11.1,9.33,11.0,13.0,19.0,14.0,34.3675,4.816114443546122,33.615,3.7826823438250625,37.4775,6.563026082809404,28.515,5.477882255032528,29.1315,5.3686253361545,29.108583333333332,6.029680158234442,30.75,6.558709222603672,33.2,6.05451425443388,32.4,5.941992319691491,245.83425,26.366464664734586,278.30150000000003,54.97590599006607,298.44558333333333,65.30605783742551,51.0,6.055300708194981,53.75,5.496752287877497,52.333333333333336,9.667972743532989,6.0,4.242640687119285,5.0,3.162277660168379,3.8333333333333335,3.1861442452461497,42.0,24.61706725018234,42.0,20.227280023346125,42.416666666666664,16.816973748585287,9.3575,2.381013439693057,9.92875,2.4088612454852383,11.869166666666667,4.042203400786913,51,12,4,2015,0,0
2015-12-27,31.98,26.858,26.5,330.062,75.0,5.0,50.0,11.3,32.99,41.51,31.32,31.65,29.98,44.65,24.385,36.286,24.97,28.419,28.993,30.079,25.1,40.2,29.4,28.3,35.6,22.0,216.6,234.887,278.25,253.6,377.4,245.662,47.0,58.0,54.0,45.0,59.0,41.0,6.0,3.0,12.0,3.0,2.0,0.0,52.0,72.0,25.0,19.0,33.0,50.0,6.0,11.1,9.33,11.0,12.0,10.0,34.45,4.756504318649734,33.865,3.568128761289734,36.42166666666667,6.31885178484098,28.12475,5.542226831337764,28.864625,5.4292173584228545,28.840166666666665,6.054197024053701,30.300000000000004,6.8386158443552345,32.0625,6.385013144633534,32.775,5.337197936949852,264.94975,50.5238195070738,272.38425,44.29604554020606,305.47891666666663,63.62787474692694,58.5,11.902380714238081,55.75,9.285164818907981,55.166666666666664,10.942688163446126,6.5,3.872983346207417,5.375,2.924648941081891,4.25,2.9580398915498085,49.75,19.2591969372211,44.125,20.03880164651997,42.416666666666664,16.816973748585287,9.432500000000001,2.4536146804253853,9.84125,2.334440511129101,11.9775,4.004801947208324,52,12,4,2015,0,0
2016-01-03,33.33,25.637,24.3,341.15,58.0,4.0,48.0,13.0,31.98,32.99,41.51,31.32,32.49,45.33,26.858,24.385,36.286,24.97,28.097,24.244,26.5,25.1,40.2,29.4,34.7,34.4,330.062,216.6,234.887,278.25,342.875,333.337,75.0,47.0,58.0,54.0,60.0,73.5,5.0,6.0,3.0,12.0,6.0,4.0,50.0,52.0,72.0,25.0,33.0,51.0,11.3,6.0,11.1,9.33,10.0,18.0,34.9525,4.409099492337811,33.97,3.5340830291806973,35.42166666666667,5.700133703907687,28.2915,5.424452814186291,28.557125,5.547285988597106,28.95625,5.970839306389626,29.025000000000002,7.5052759220875025,30.762500000000003,6.815515387701809,31.933333333333334,5.831159768212853,280.67475,64.02720245528491,272.168625,43.906374639477484,306.13,63.977863613483315,59.5,11.561430130683082,55.5,9.18072515031983,53.875,9.385978420446676,4.5,1.2909944487358063,5.125,2.9489707647632875,4.25,2.9580398915498085,55.5,11.120551545074845,46.0,19.544820285692065,42.166666666666664,16.69966430437416,10.350000000000001,3.022691956959174,10.21625,2.5904987798823815,11.560833333333333,3.556230022045385,53,1,1,2016,0,0
2016-01-10,41.65,25.136,41.3,342.2,48.0,4.0,35.0,9.0,33.33,31.98,32.99,41.51,36.97,42.66,25.637,26.858,24.385,36.286,38.11,40.093,24.3,26.5,25.1,40.2,42.4,35.9,341.15,330.062,216.6,234.887,249.3,423.174,58.0,75.0,47.0,58.0,52.0,41.5,4.0,5.0,6.0,3.0,4.0,1.0,48.0,50.0,52.0,72.0,70.0,32.0,13.0,11.3,6.0,11.1,7.0,16.0,34.9875,4.478514448638841,34.555,4.386225191274564,35.3375,5.589929459629745,25.504,1.0390043310786263,26.935375,4.04991646959717,27.709833333333332,4.8997643511672875,29.3,8.051500895278245,30.625,6.553243471747416,32.38333333333333,6.350351934890665,307.503,60.850270632101946,283.781125,48.985429849635764,299.38216666666665,54.003522835987155,57.0,12.987173159185437,55.0,9.501879513323408,54.416666666666664,8.774532707923766,4.75,0.957427107756339,5.125,2.9489707647632875,4.5,2.7797972457128473,46.25,7.67571929311296,41.625,17.17920254260948,42.416666666666664,16.55546234127377,9.825,3.0313638294776912,10.46625,2.3179358890433,10.9775,3.328701971967718,1,1,1,2016,0,0
2016-01-17,51.67,27.211,50.5,365.25,82.0,0.0,21.0,12.0,41.65,33.33,31.98,32.99,32.01,48.17,25.136,25.637,26.858,24.385,23.792,21.835,41.3,24.3,26.5,25.1,29.9,30.9,342.2,341.15,330.062,216.6,273.5,352.762,48.0,58.0,75.0,47.0,55.0,42.0,4.0,4.0,5.0,6.0,4.0,1.0,35.0,48.0,50.0,52.0,32.0,40.0,9.0,13.0,11.3,6.0,13.0,19.0,39.6575,9.07838963326278,37.0125,7.2977936979023355,35.62916666666667,6.358795566819725,26.2105,0.9838206137300488,27.36275,3.8460876503644346,28.157833333333333,4.546840238178073,35.65,12.44976572738084,33.2,9.577205079920619,34.016666666666666,8.188665484939676,344.6655,14.780857925034653,295.249875,56.4120359660889,300.4228333333333,55.23203474406599,65.75,15.542951242712347,58.375,13.468879474021403,57.75,10.955488454319454,3.25,2.217355782608345,4.625,3.461523198989551,4.416666666666667,2.9063670960444243,38.5,13.428824718989118,40.25,18.452642087245934,40.833333333333336,17.67809807403365,11.325,1.6997548842894183,10.34125,2.1849252193808346,10.394166666666667,2.225564109627167,2,1,1,2016,0,0
